Show,EpId,lectura,sent_idx,clip_name,start_sample,stop_sample,start_s,stop_s,dur_s,n_palabras_ref,n_palabras_asr,anclaje,precision,pal_por_seg,texto_ref,texto_asr
SSF,2020-05-28_06_14_02,Lectura 7,0,SSF_2020-05-28_06_14_02_s000.wav,27999,180840,1.75,11.303,9.553,13,16,1.0,1.0,1.67,"Conozca los nuevos horarios del Metropolitano, los Corredores Complementarios y el Tren Eléctrico",lectura numero 7 conozcan los nuevos horarios del metropolitano los corredores complementarios y el tren electrico
SSF,2020-05-28_06_14_02,Lectura 7,1,SSF_2020-05-28_06_14_02_s001.wav,180840,546360,11.303,34.148,22.845,46,45,0.935,0.956,1.97,"Servicios extenderán sus horarios ante cambio del toque de queda hasta las 9:00 p.m. Ante la ampliación del estado de emergencia, la Municipalidad de Lima informó que tanto el Metropolitano como los Corredores Complementarios tendrán nuevos horarios a partir de mañana, 25 de mayo.",servicios extenderan sus horarios ante el cambio del toque de queda hasta las 9 pm ante la ampliacion del estado de emergencia la municipalidad de lima informo que tanto el metropolitano como los corredores complementarios tendran nuevos horarios a partir de manana 25 de mayo
SSF,2020-05-28_06_14_02,Lectura 7,2,SSF_2020-05-28_06_14_02_s002.wav,546360,819720,34.148,51.233,17.085,22,22,0.955,0.955,1.29,"Los servicios troncales y las rutas alimentadoras funcionarán de 5:30 a.m. a 9:00 p.m., en sus recorridos habituales.",los servicios troncales y las rutas alimentadoras funcionaran de 5 y 30 a m a 9 p m en sus recorridos habituales
SSF,2020-05-28_06_14_02,Lectura 7,3,SSF_2020-05-28_06_14_02_s003.wav,819720,1171460,51.233,73.216,21.984,46,44,0.957,1.0,2.0,"Los expresos 1, 2, 3, 8, Súper Expreso y Súper Expreso Norte operarán en la tarde hasta las 8:00 p.m. Las puertas de las estaciones se cerrarán a las 9:00 p.m., hora en que inicia el toque de queda a nivel nacional.",los expresos 1 2 3 8 super expreso y super expreso norte operaran en la tarde hasta las 8 p m las puertas de las estaciones se cerraran a las 9 p m hora en que inicia el toque de queda a nivel nacional
SSF,2020-05-28_06_14_02,Lectura 7,4,SSF_2020-05-28_06_14_02_s004.wav,1171460,1212799,73.216,75.8,2.584,5,5,1.0,1.0,1.94,HORARIO DE LOS CORREDORES COMPLEMENTARIOS,horario de los corredores complementarios
SSF,2020-05-28_06_14_02,Lectura 7,5,SSF_2020-05-28_06_14_02_s005.wav,1212799,1360520,75.8,85.032,9.233,24,22,0.792,0.864,2.38,"En el caso de los Corredores Complementarios, el horario será de 5:30 a.m. a 9:00 p.m. en sus rutas normales.",en el caso de los corredores complementarios el horario sera de 5 y 30 am a 9 pm en sus rutas normales
SSF,2020-05-28_06_14_02,Lectura 7,6,SSF_2020-05-28_06_14_02_s006.wav,1360520,1586880,85.032,99.18,14.148,31,31,1.0,1.0,2.19,"La comuna metropolitana recordó a los usuarios que deberán mantener la distancia mínima de un metro al momento de ingresar a cada paradero, así como al momento de abordar los buses.",la comuna metropolitana recordo a los usuarios que deberan mantener la distancia minima de un metro al momento de ingresar a cada paradero asi como al momento de abordar los buses
SSF,2020-05-28_06_14_02,Lectura 7,7,SSF_2020-05-28_06_14_02_s007.wav,1586880,1735560,99.18,108.472,9.293,17,17,1.0,1.0,1.83,Los pasajeros solo pueden viajar sentados dejando un asiento libre y deben usar mascarilla de manera obligatoria.,los pasajeros solo pueden viajar sentados dejando un asiento libre y deben usar mascarillas de manera obligatoria
SSF,2020-05-28_06_14_02,Lectura 7,8,SSF_2020-05-28_06_14_02_s008.wav,1735560,1840319,108.472,115.02,6.547,9,9,1.0,1.0,1.37,HORARIO DE LA LÍNEA 1 DEL METRO DE LIMA,horario de la linea 1 del metro de lima
SSF,2020-05-28_06_14_02,Lectura 7,9,SSF_2020-05-28_06_14_02_s009.wav,1840319,2410880,115.02,150.68,35.66,82,78,0.854,0.897,2.19,"Por su parte, el Ministerio de Transportes y Comunicaciones (MTC) y la Autoridad de Transporte Urbano para Lima y Callao (ATU) anunciaron que el horario de la Línea 1 del Metro de Lima será de 05:30 a.m. a 12:00 p.m. y por la tarde de 4:00 a 8:00 p.m. Los horarios indican la hora de partida de los primeros y últimos trenes desde las estaciones de Villa El Salvador (Sur-Norte) y Bayóvar (Norte-Sur).",por su parte el ministro de transportes y comunicaciones mtc y autoridades de transporte urbano para lima y callao atu anunciaron que en el horario de la linea 1 del metro de lima sera de 5 y 30 am a 12 pm y por la tarde sera de 4 a 8 pm los horarios indican la hora de partida de los primeros y ultimos trenes desde la estacion de villa el salvador sur norte y bayobar norte sur
SSF,2020-05-28_06_14_02,Lectura 7,10,SSF_2020-05-28_06_14_02_s010.wav,2410880,2660960,150.68,166.31,15.63,34,33,0.971,1.0,2.11,"Las autoridades recordaron a la población que al igual que en las unidades del Metropolitano y los corredores, deberán respetar las normas de distanciamiento social e higiene a fin de prevenir contagios de coronavirus.",las autoridades recordaron a la poblacion que al igual que las unidades del metropolitano y los corredores deben respetar las normas de distanciamiento social e higiene a fin de prevenir contagios del coronavirus
SSF,2020-05-28_06_14_03,Lectura 9,0,SSF_2020-05-28_06_14_03_s000.wav,17759,135680,1.11,8.48,7.37,10,13,1.0,1.0,1.76,Declaran duelo en provincia de Andahuaylas por asesinato de niñas,lectura numero 9 declaran duelo en provincia de andahuaylas por asesinato de ninas
SSF,2020-05-28_06_14_03,Lectura 9,1,SSF_2020-05-28_06_14_03_s001.wav,135680,380520,8.48,23.782,15.303,24,24,0.958,0.958,1.57,El alcalde de Andahuaylas dijo que el consejo municipal se reunirá próximamente y se tomarán “acciones radicales” para frenar la delincuencia en la provincia.,el alcalde de andahuaylas dijo en el consejo municipal se reunira proximamente y se tomaran acciones radicales para frenar la delincuencia en la provincia
SSF,2020-05-28_06_14_03,Lectura 9,2,SSF_2020-05-28_06_14_03_s002.wav,380520,713280,23.782,44.58,20.797,43,44,1.0,0.977,2.12,"El alcalde de Andahuaylas, Abel Gutiérrez, informó que se ha declarado duelo provincial por dos días y que procederán a izar la bandera a media asta, a raíz del caso de violación y asesinato de dos menores que ha conmocionado a los ciudadanos.",el alcalde de andahuaylas abel gutierrez informo que se ha declarado duelo provincial por dos dias y que se procederan a izar la bandera a media hasta a raiz del caso de violacion y asesinato de dos menores que han conmocionado a los ciudadanos
SSF,2020-05-28_06_14_03,Lectura 9,3,SSF_2020-05-28_06_14_03_s003.wav,713280,957800,44.58,59.862,15.283,33,33,1.0,1.0,2.16,"En declaraciones al noticiero de ""Latina"", indicó que el consejo municipal se reunirá próximamente y se tomarán “acciones radicales” para frenar la delincuencia en la provincia.    “Pudo ser un familiar de cualquier ciudadano.",en declaraciones al noticiero de latina indico que el consejo municipal se reunira proximamente y se tomara acciones radicales para frenar la delincuencia en la provincia pudo ser un familiar de cualquier ciudadano
SSF,2020-05-28_06_14_03,Lectura 9,4,SSF_2020-05-28_06_14_03_s004.wav,957800,1060760,59.862,66.297,6.435,15,15,1.0,1.0,2.33,Vamos a tomar acciones radicales y vamos a realizar una lucha frontal contra la delincuencia.,vamos a tomar acciones radicales y vamos a realizar una lucha frontal contra la delincuencia
SSF,2020-05-28_06_14_03,Lectura 9,5,SSF_2020-05-28_06_14_03_s005.wav,1060760,1170920,66.297,73.183,6.885,11,11,1.0,1.0,1.6,"El consejo municipal se pronunciará en conjunto”, manifestó el burgomaestre provincial.",el consejo municipal se pronunciara en conjunto manifesto el burgomaestre provincial
SSF,2020-05-28_06_14_03,Lectura 9,6,SSF_2020-05-28_06_14_03_s006.wav,1170920,1272600,73.183,79.537,6.355,14,14,1.0,1.0,2.2,“Tenemos a un monstruo que ha dado cuenta en su testimonial ante la policía.,tenemos a un monstruo que ha dado cuenta en su testimonial ante la policia
SSF,2020-05-28_06_14_03,Lectura 9,7,SSF_2020-05-28_06_14_03_s007.wav,1272600,1410140,79.537,88.134,8.596,17,17,1.0,1.0,1.98,"Vamos a levantar la bandera a media asta, porque hemos declarado duelo provincial por dos días”, agregó.",vamos a levantar la bandera a media asta porque hemos declarado duelo provincial por dos dias agrego
SSF,2020-05-28_06_14_03,Lectura 9,8,SSF_2020-05-28_06_14_03_s008.wav,1410140,1688360,88.134,105.522,17.389,22,24,1.0,0.917,1.38,"Asimismo, reiteró que pedirán al Ministerio de la Mujer y Poblaciones Vulnerables y al Ministerio del Interior tomar “acciones rápidas y urgentes”.",asimismo reitero que pediran al ministerio de la mujer y a la poblacion vulnerables y al ministerio del interior tomar acciones rapidas y urgentes
SSF,2020-05-28_06_14_03,Lectura 9,9,SSF_2020-05-28_06_14_03_s009.wav,1688360,1807720,105.522,112.983,7.46,16,16,1.0,1.0,2.14,También lamentó que no haya la cantidad necesaria de policías en las comisarías de algunos distritos.,tambien lamento que no haya la cantidad necesaria de policias en la comisaria de algunos distritos
SSF,2020-05-28_06_14_03,Lectura 9,10,SSF_2020-05-28_06_14_03_s010.wav,1807720,1989600,112.983,124.35,11.367,18,20,0.944,0.85,1.76,"“Vamos a pedir justicia, pedimos a la ministra Gloria Montenegro y al Mininter tomar acciones rápidas y urgentes.",vamos a pedir justicia pedimos a la ministra gloria montenegro y al ministerio del interior tomar acciones rapidas y urgentes
SSF,2020-05-28_06_14_03,Lectura 9,11,SSF_2020-05-28_06_14_03_s011.wav,2017440,2104320,126.09,131.52,5.43,9,9,1.0,1.0,1.66,La escasa cantidad de recursos nos ata las manos.,la escasa cantidad de recursos nos ata las manos
SSF,2020-05-28_06_14_03,Lectura 9,12,SSF_2020-05-28_06_14_03_s012.wav,2104320,2406200,131.52,150.387,18.867,26,30,0.885,0.767,1.59,"Tenemos policías y serenos, pero no hay agentes en los puestos policiales de varios distritos como Chiara, Kaquiabamba y Pacobamba, la delincuencia campea en Andahuaylas”, puntualizó.",tenemos policias y serenos pero no hay agentes en los puestos policiales de varios distritos como chiara que huyan que qui abamba paco la bamba delincuencia campe en andahuaylas puntualizo
SSF,2020-05-28_06_14_03,Lectura 9,13,SSF_2020-05-28_06_14_03_s013.wav,2406200,2644200,150.387,165.262,14.875,23,24,0.913,0.875,1.61,"El domingo fue capturado Maicol Oscco Quispe, quien confesó los crímenes de las dos niñas que habían sido reportadas desaparecidas hace una semana.",el domingo fue capturado michael osco kispe quien confeso a los crimenes de las dos ninas que habian sido reportadas desaparecidas hace una semana
SSF,2020-05-28_06_14_03,Lectura 9,14,SSF_2020-05-28_06_14_03_s014.wav,2644200,2834400,165.262,177.15,11.887,23,22,0.957,1.0,1.85,"A causa de ello, decenas de ciudadanos indignados protagonizaron enfrentamientos con la Policía, en un intento de tomar justicia por sus propias manos.",a causa de ellos decenas de ciudadanos indignados protagonizaron enfrentamientos con la policia en intento de tomar justicia por sus propias manos
SSF,2020-05-28_10_47_55,Lectura 1,0,SSF_2020-05-28_10_47_55_s000.wav,24799,183020,1.55,11.439,9.889,15,18,1.0,1.0,1.82,Bono Familiar Universal: Midis creará nuevo bono para quienes logren inscribirse en la plataforma Reniec,lectura numero 1 bono familiar universal midis creara nuevo bono para quienes logren inscribirse en la plataforma reniec
SSF,2020-05-28_10_47_55,Lectura 1,1,SSF_2020-05-28_10_47_55_s001.wav,183020,378880,11.439,23.68,12.241,27,27,1.0,1.0,2.21,"La ministra de Desarrollo e Inclusión Social, Ariela Luna, informó que solo se ha pagado el 32% del bono rural y el 35% del bono familiar universal",la ministra de desarrollo e inclusion social ariela luna informo que solo se ha pagado el 32 del bono rural y el 35 del bono familiar universal
SSF,2020-05-28_10_47_55,Lectura 1,2,SSF_2020-05-28_10_47_55_s002.wav,378880,613960,23.68,38.373,14.693,33,33,1.0,1.0,2.25,"La ministra de Desarrollo e Inclusión Social, Ariela Luna, informó que las personas que no puedan acceder al Bono Familiar Universal y logren inscribirse en la plataforma de Reniec, recibirán un nuevo bono.",la ministra de desarrollo e inclusion social ariela luna informo que las personas que no puedan acceder al bono familiar universal y logren inscribirse en la plataforma de renieg recibiran un nuevo bono
SSF,2020-05-28_10_47_55,Lectura 1,3,SSF_2020-05-28_10_47_55_s003.wav,613960,785000,38.373,49.062,10.69,26,25,0.885,0.92,2.34,"“Se va a generar un nuevo bono, esto no está cerrado, por eso hemos creado una plataforma para que se inscriban las personas”, señaló la ministra.",se ha generado un nuevo bono esto no esta cerrado por eso hemos creado una plataforma para que se inscriban las personas senalo la ministra
SSF,2020-05-28_10_47_55,Lectura 1,4,SSF_2020-05-28_10_47_55_s004.wav,785000,934600,49.062,58.413,9.35,19,19,1.0,1.0,2.03,"Además, apuntó que solo se ha pagado el 32% del bono rural y el 35% del bono familiar universal.",ademas apunto que solo se ha pagado el 32 del bono rural y el 35 del bono familiar universal
SSF,2020-05-28_10_47_55,Lectura 1,5,SSF_2020-05-28_10_47_55_s005.wav,934600,1200920,58.413,75.058,16.645,32,35,0.938,0.857,2.1,"Durante sesión virtual de la Comisión de Fiscalización y Contraloría, la titular del Midis reconoció que se han cometido errores en el reparto del bono e informó del avance en su entrega.",durante la seccion virtual de la comision de fiscalizacion y contraloria la titular del ministro de midis reconocio que se ha cometido errores en el reparto del bono e informo del avance de su entrega
SSF,2020-05-28_10_47_55,Lectura 1,6,SSF_2020-05-28_10_47_55_s006.wav,1200920,1322840,75.058,82.677,7.62,18,18,1.0,1.0,2.36,"“Hemos reconocido que el padrón general de hogares era a demanda y no estaba preparado para esto”, apuntó.",hemos reconocido que el padron general de hogares era a demanda y no estaba preparada para esto apunto
SSF,2020-05-28_10_47_55,Lectura 1,7,SSF_2020-05-28_10_47_55_s007.wav,1322840,1584960,82.677,99.06,16.383,28,26,0.857,0.96,1.59,"Añadió que, a la fecha, 3.2 millones de hogares han cobrado el bono de S/ 760 para aliviar el impacto económico de la pandemia del COVID-19.",anadio que a la fecha 32 millones de hogares han cobrado el bono 760 para aliviar el impacto economico de la pandemia del covid 19 fallecidos
SSF,2020-05-28_10_47_55,Lectura 1,8,SSF_2020-05-28_10_47_55_s008.wav,1584960,1700480,99.06,106.28,7.22,12,15,0.917,0.733,2.08,"En la misma sesión, la viceministra de Políticas y Evaluación Social, Claudia",en el padron en la misma seccion la viceministra de politicas y evaluacion social claudia
SSF,2020-05-28_10_47_55,Lectura 1,9,SSF_2020-05-28_10_47_55_s009.wav,1700480,1807560,106.28,112.972,6.692,12,12,1.0,1.0,1.79,"Benavides, informó que el 0,3% del padrón estaba conformado por fallecidos.",benavides informo que el 0 3 del padron estaba conformado por fallecidos
SSF,2020-05-28_10_47_55,Lectura 1,10,SSF_2020-05-28_10_47_55_s010.wav,1807560,1989660,112.972,124.354,11.381,24,28,0.958,0.821,2.46,"“Esa información se limpió y se designó a otro miembro del hogar para que pueda hacer el cobro en una actualización del padrón”, anotó.",esta informacion se limpio y se designo a otros miembros del hogar para que pueda hacer el cobro de una actualizacion del padron en una actualizacion del padron
SSF,2020-05-28_10_47_55,Lectura 1,11,SSF_2020-05-28_10_47_55_s011.wav,1989660,2142200,124.354,133.887,9.534,15,15,1.0,1.0,1.57,Añadió que ahora hacen cotejos diarios con la base de datos de fallecidos del Reniec.,anadio que ahora hacen cotejos diarios con la base de datos de fallecidos del reniec
SSF,2020-05-28_10_47_55,Lectura 1,12,SSF_2020-05-28_10_47_55_s012.wav,2142200,2424799,133.887,151.55,17.662,32,33,1.0,1.0,1.87,"Además, sobre el registro de nuevos beneficiarios en el padrón del bono, indicó que se está trabajando en la emisión de mensajes personalizados para los usuarios que no podrán acceder al subsidio.",ademas sobre el registro de nuevos beneficiarios en el padron del bono indico que se esta trabajando en la emision de mensajes personalizados para los usuarios que no podran acceder al subsidio gracias
SSF,2020-05-28_10_47_57,Lectura 3,0,SSF_2020-05-28_10_47_57_s000.wav,14240,133720,0.89,8.357,7.468,9,13,1.0,1.0,1.74,"Sismo de magnitud 4 se reportó en Piura, señala",lectura numero 3 sismo de magnitud 4 se reporto en piura senala igp
SSF,2020-05-28_10_47_57,Lectura 3,1,SSF_2020-05-28_10_47_57_s001.wav,133720,302840,8.357,18.927,10.57,25,25,1.0,1.0,2.37,"Las autoridades locales del Instituto Nacional de Defensa Civil aún no han reportado daños personales ni materiales a causa del sismo, que ocurrió esta madrugada",las autoridades locales del instituto nacional de defensa civil aun no han reportado danos personales ni materiales a causa del sismo que ocurrio esta madrugada
SSF,2020-05-28_10_47_57,Lectura 3,2,SSF_2020-05-28_10_47_57_s002.wav,302840,439360,18.927,27.46,8.533,23,24,0.87,0.87,2.81,"Un sismo de magnitud 4 se registró a las 3:46 a.m. de este lunes en la región Piura, informó el Instituto",el sismo de magnitud 4 se registro a las 3 y 46 am de este lunes en la region de piura informo el instituto
SSF,2020-05-28_10_47_57,Lectura 3,3,SSF_2020-05-28_10_47_57_s003.wav,439360,502280,27.46,31.392,3.933,8,8,1.0,1.0,2.03,Geofísico del Perú (IGP) en sus redes sociales.,geofisico del peru igp en sus redes sociales
SSF,2020-05-28_10_47_57,Lectura 3,4,SSF_2020-05-28_10_47_57_s004.wav,502280,746280,31.392,46.642,15.25,37,37,0.946,0.946,2.43,"De acuerdo con el IGP, el epicentro de este movimiento telúrico se ubicó a 47 kilómetros al noreste de Sullana, en la provincia del mismo nombre, en la región de Piura, y a 31 kilómetros de profundidad.",de acuerdo con el igp el epicentro de este movimiento telurico se ubico a 47 kilometros del noreste de suriana en la provincia del mismo nombre en la region de piura y a 31 kilometros de profundidad
SSF,2020-05-28_10_47_57,Lectura 3,5,SSF_2020-05-28_10_47_57_s005.wav,746280,938760,46.642,58.672,12.03,26,26,1.0,1.0,2.16,"Las autoridades locales del Instituto Nacional de Defensa Civil (Indeci) aún no han reportado daños personales ni materiales a causa del sismo, que ocurrió esta madrugada.",las autoridades locales del instituto nacional de defensa civil indeci aun no han reportado danos personales ni materiales a causa del sismo que ocurrio esta madrugada
SSF,2020-05-28_10_47_57,Lectura 3,6,SSF_2020-05-28_10_47_57_s006.wav,938760,1191800,58.672,74.487,15.815,31,31,1.0,1.0,1.96,"En casos de sismo, las autoridades del Indeci recomiendan actuar con calma y tener identificadas las zonas seguras dentro y fuera del hogar, a fin de evitar daños personales que lamentar.",en casos de sismo las autoridades de indeci recomiendan actuar con calma y tener identificadas las zonas seguras dentro y fuera del hogar a fin de evitar danos personales que lamentar
SSF,2020-05-28_10_47_57,Lectura 3,7,SSF_2020-05-28_10_47_57_s007.wav,1191800,1385720,74.487,86.608,12.12,18,18,1.0,1.0,1.49,"Además, aconsejan tener una mochila de emergencia que contenga herramientas, radio portátil y alimentos básicos enlatados no perecibles.",ademas aconsejan tener una mochila de emergencia que contenga herramientas radio portatil y alimentos basicos enlatados no perecibles
SSF,2020-05-28_10_47_57,Lectura 3,8,SSF_2020-05-28_10_47_57_s008.wav,1385720,1563679,86.608,97.73,11.122,23,23,1.0,1.0,2.07,"Perú se ubica en la zona denominada Cinturón de Fuego del Pacífico, donde se registra aproximadamente el 85% de la actividad sísmica mundial.",peru se ubica en la zona denominada cinturon de fuego del pacifico donde se registra aproximadamente el 85 de la actividad sismica mundial
SSF,2020-05-28_10_47_58,Lectura 2,0,SSF_2020-05-28_10_47_58_s000.wav,20960,270720,1.31,16.92,15.61,26,29,0.885,0.92,1.86,"Maritza García no integrará Unidos por la República ni apoyará a Salaverry Presidente del Congreso, Daniel Salaverry, había anunciado esta noche la conformación de la bancada.",lectura numero 2 marixa garcia no integrara unidos por la republica ni apoyara a zalaberry presidente del congreso daniel zalaberry habia anunciado esta noche la conformacion de la bancada
SSF,2020-05-28_10_47_58,Lectura 2,1,SSF_2020-05-28_10_47_58_s001.wav,270720,426120,16.92,26.633,9.713,20,20,0.9,0.947,2.06,"Maritza García, sin embargo, anunció que continuará con en Cambio 21 y apoyará a Pedro Olaechea a la Mesa Directiva.",marixa garcia sin embargo anuncio que continuara con el cambio 21 y apoyara a pedro olachea a la mesa directiva
SSF,2020-05-28_10_47_58,Lectura 2,2,SSF_2020-05-28_10_47_58_s002.wav,426120,715520,26.633,44.72,18.087,34,33,0.971,1.0,1.82,"Horas movidas hubo esta la noche del miércoles 25 en el Congreso, en medio de la culminación de la legislatura y cierre del plazo para la inscripción de las listas a la Mesa Directiva.",horas movidas hubo esta noche del miercoles 25 en el congreso en medio de la culminacion de la legislatura y cierre de plazo para la inscripcion de las listas a la mesa directiva
SSF,2020-05-28_10_47_58,Lectura 2,3,SSF_2020-05-28_10_47_58_s003.wav,715520,919320,44.72,57.458,12.738,27,27,0.926,0.926,2.12,"La recién oficializada bancada Unidos por la República se quedó sin su primera integrante, luego que Maritza García señaló que no formará parte de la agrupación parlamentaria.",la recien oficializada bancada union por la republica se quedo sin su primera integrante luego que marixa garcia senalo que no formara parte de la agrupacion parlamentaria
SSF,2020-05-28_10_47_58,Lectura 2,4,SSF_2020-05-28_10_47_58_s004.wav,919320,1103880,57.458,68.993,11.535,17,17,0.941,0.941,1.47,"La bancada fue oficializada mediante solicitud al Oficial Mayor, siendo integrada por 6 congresistas, incluyendo Daniel Salaverry.",la bancada fue oficializada mediante solicitud al oficial mayor siendo integrada por seis congresistas incluyendo daniel salaberry
SSF,2020-05-28_10_47_58,Lectura 2,5,SSF_2020-05-28_10_47_58_s005.wav,1103880,1286120,68.993,80.382,11.39,15,15,0.933,0.933,1.32,"Sin García, quedan 5 parlamentarios, aunque su permanencia peligra si otro legislador deja la agrupación.",sin garcia quedan cinco parlamentarios aunque su permanencia peligra si otro legislador deja la agrupacion
SSF,2020-05-28_10_47_58,Lectura 2,6,SSF_2020-05-28_10_47_58_s006.wav,1286120,1439000,80.382,89.938,9.555,17,17,0.941,0.941,1.78,"“No formaré parte de la Bancada Republicana”, anunció Maritza García a través de su cuenta de Twitter.",no formare parte de la bancada republicana anuncio marixa garcia a traves de su cuenta de twitter
SSF,2020-05-28_10_47_58,Lectura 2,7,SSF_2020-05-28_10_47_58_s007.wav,1439000,1661880,89.938,103.868,13.93,25,30,1.0,0.833,2.15,"“Seguiré en Cambio 21 con la esperanza de un Perú mejor y siempre bajo el mismo lineamiento político que coincidan con el colega Olaechea”, añadió.",seguira en cambio 21 con la esperanza de un peru y mejor y siempre bajo el mismo lineamiento politico que coincidan con el colegio olachea con el colega olachea anadio
SSF,2020-05-28_10_47_58,Lectura 2,8,SSF_2020-05-28_10_47_58_s008.wav,1661880,1902120,103.868,118.882,15.015,26,26,0.923,0.96,1.73,"Es extraño el movimiento realizado por Maritza García, siendo anunciada en una bancada pese a estar en una y luego señalar que continuará en Cambio 21.",en extrano el movimiento realizo por marixa garcia siendo anunciada en una bancada pese a estar en una y luego senalar que continuara en cambio 21
SSF,2020-05-28_10_47_58,Lectura 2,9,SSF_2020-05-28_10_47_58_s009.wav,1902120,2020480,118.882,126.28,7.397,16,15,0.875,0.933,2.03,Genera desconcierto frente a lo que suceda de cara a las elecciones de la Mesa Directiva.,genera desconcierto frente a lo sucedido de cara a las elecciones de la mesa directiva
SSF,2020-05-28_10_47_58,Lectura 2,10,SSF_2020-05-28_10_47_58_s010.wav,2020480,2258239,126.28,141.14,14.86,33,33,1.0,1.0,2.22,"La única lista presentada hasta el momento está encabezada por Pedro Olaechea de Acción Republicana y conformada por Karina Beteta de Fuerza Popular, Salvador Heresi de Contigo y Marvin Palma de Cambio 21.",la unica lista presentada hasta el momento esta encabezada por pedro olachea de accion republicana y conformada por karina beteta de fuerza popular salvador eresi de contigo y marvin palma de cambio 21
SSF,2020-05-28_10_47_58,Lectura 2,11,SSF_2020-05-28_10_47_58_s011.wav,2258239,2351360,141.14,146.96,5.82,9,9,1.0,1.0,1.55,Una segunda lista podría ser liderada por Daniel Salaverry.,una segunda lista podria ser liderada por daniel salaverri
SSF,2020-05-28_10_47_58,Lectura 2,12,SSF_2020-05-28_10_47_58_s012.wav,2351360,2652960,146.96,165.81,18.85,37,38,0.946,0.921,2.02,"No obstante, dada la salida de Maritza García de Unidos por la República, la bancada podría quedar en disolución, si es que se retira otro de sus integrantes –Lucio Ávila también era vocero titular de Cambio 21–.",no obstante dada la salida de marixa garcia de unidas por la republica la bancada podria quedar en disolucion si es que se le diera otro de su integrante lucio avila tambien era vocero titular del cambio 21
SSF,2020-05-29_05_14_52,Lectura 24,0,SSF_2020-05-29_05_14_52_s000.wav,0,162759,0.0,10.172,10.172,10,13,1.0,1.0,1.28,"Roque Benavides: ""Tía María es un proyecto minero perfectamente factible""",lectura numero 24 roque benavides tia maria es un proyecto minero perfectamente factible
SSF,2020-05-29_05_14_52,Lectura 24,1,SSF_2020-05-29_05_14_52_s001.wav,162759,447480,10.172,27.968,17.795,28,28,0.964,0.964,1.57,"Sobre el abastecimiento del agua para este proyecto cuprífero, dijo que la mejor opción es la construcción del reservorio de Paltiture, en las alturas entre Puno y Moquegua.",sobre el abastecimiento del agua para este proyecto crucififero dijo que la mejor opcion es la construccion del reservorio del paltiture en las alturas entre puno y moquegua
SSF,2020-05-29_05_14_52,Lectura 24,2,SSF_2020-05-29_05_14_52_s002.wav,447480,745480,27.968,46.593,18.625,31,33,0.903,0.875,1.77,"El expresidente de la Confederación Nacional de Instituciones Empresariales Privadas , comentó que el proyecto minero Tía María es “perfectamente factible” e invocó a los ciudadanos de Islay, Arequipa, a dialogar más.",el expresidente gracias de la confederacion nacional de institutos empresariales privados comento que el proyecto minero tiamaria es perfectamente factible e invoco a los ciudadanos de islay y arequipa a dialogar mas mas
SSF,2020-05-29_05_14_52,Lectura 24,3,SSF_2020-05-29_05_14_52_s003.wav,745480,820320,46.593,51.27,4.678,11,12,0.909,0.909,2.57,“Invoco a los ciudadanos de Islay y Arequipa a dialogar más.,invoco a los ciudadanos de islay ahi arequipa a dialogar mas ese
SSF,2020-05-29_05_14_52,Lectura 24,4,SSF_2020-05-29_05_14_52_s004.wav,820320,936960,51.27,58.56,7.29,10,9,1.0,1.0,1.23,Este proyecto se ha venido socializando desde hace muchos años.,proyecto se ha venido socializando desde hace muchos anos
SSF,2020-05-29_05_14_52,Lectura 24,5,SSF_2020-05-29_05_14_52_s005.wav,936960,1070840,58.56,66.927,8.367,20,20,1.0,1.0,2.39,"No es uno nuevo, se ha cambiado el estudio de impacto ambiental para no usar las aguas del río Tambo.",no es uno nuevo se ha cambiado del estudio de impacto ambiental para no usar las aguas del rio tambo
SSF,2020-05-29_05_14_52,Lectura 24,6,SSF_2020-05-29_05_14_52_s006.wav,1070840,1154920,66.927,72.183,5.255,11,11,1.0,1.0,2.09,"Creo que es un proyecto perfectamente factible”, dijo en Radio Nacional.",creo que es un proyecto perfectamente efectible dijo en radio nacional
SSF,2020-05-29_05_14_52,Lectura 24,7,SSF_2020-05-29_05_14_52_s007.wav,1154920,1445080,72.183,90.317,18.135,28,28,1.0,1.0,1.54,"Sobre el abastecimiento del agua para este proyecto cuprífero, dijo que la mejor opción es la construcción del reservorio de Paltiture, en las alturas entre Puno y Moquegua.",sobre el abastecimiento del agua para este proyecto crifero dijo que la mejor opcion es la construccion del reservorio de paltiture en las alturas entre puno y moquegua
SSF,2020-05-29_05_14_52,Lectura 24,8,SSF_2020-05-29_05_14_52_s008.wav,1445080,1506520,90.317,94.157,3.84,11,11,1.0,1.0,2.86,“El río Tambo nace en el límite entre Puno y Moquegua.,el rio tambo nace en el limite entre puno y moquegua
SSF,2020-05-29_05_14_52,Lectura 24,9,SSF_2020-05-29_05_14_52_s009.wav,1506520,1656500,94.157,103.531,9.374,19,19,1.0,1.0,2.03,"Si se construyera un reservorio ahí, tendríamos mucha más agua para el Valle del Tambo por muchos más meses.",si se construyera un reservorio ahi tendriamos mucha mas agua para el valle de tambo por muchos mas meses
